domain,split,series,kind,mean_final_steps,mean_final_reward,expansion_count
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.40277778,0.3372635833,241
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.40555556,0.3372635833,242
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.41666667,0.3373175417,243
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.43333333,0.3373175417,244
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.44722222,0.3373321083,245
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.48055556,0.3374235694,246
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.51388889,0.3374235694,247
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.53888889,0.3374235694,248
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.56944444,0.3374408861,249
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.60277778,0.3374408861,250
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.60555556,0.3375365778,251
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.625,0.3375766861,252
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.62777778,0.3375766861,253
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.63611111,0.3399973194,254
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.63888889,0.3399973194,255
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.64166667,0.3399973194,256
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.65,0.3401494556,257
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.68055556,0.34025775,258
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.69166667,0.3404700889,259
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.69444444,0.3405520361,260
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.69722222,0.3432559306,261
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.71944444,0.3433130944,262
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.72777778,0.3433130944,263
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.75555556,0.3433278056,264
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.76944444,0.3433278056,265
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.77777778,0.3459221306,266
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.8,0.3459221306,267
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.80277778,0.3459221306,268
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.83888889,0.3459813917,269
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.86944444,0.3459813917,270
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.87777778,0.3459813917,271
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.88611111,0.3459813917,272
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.90833333,0.3459813917,273
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.93333333,0.3487399833,274
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.94722222,0.3487399833,275
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.96388889,0.3487399833,276
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.99166667,0.3489572667,277
Paper Search,test,Heuristic: earliest step,heuristic_step_early,10.99444444,0.3489572667,278
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.00833333,0.3489931528,279
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.03055556,0.3489931528,280
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.06388889,0.3491312361,281
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.07777778,0.3491312361,282
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.10277778,0.3494626639,283
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.12777778,0.3494626639,284
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.14722222,0.3494626639,285
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.16111111,0.3494743972,286
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.18055556,0.3494743972,287
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.20277778,0.3495049333,288
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.27777778,0.3495049333,289
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.28333333,0.3495049333,290
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.30833333,0.3495049333,291
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.32777778,0.3495049333,292
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.34722222,0.3495618833,293
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.38055556,0.3495618833,294
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.43333333,0.3495618833,295
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.49722222,0.3495618833,296
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.50555556,0.3495618833,297
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.52777778,0.3495618833,298
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.53333333,0.3495618833,299
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.55277778,0.3495618833,300
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.58888889,0.3495618833,301
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.62222222,0.3495618833,302
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.65,0.3497780833,303
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.65277778,0.3497780833,304
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.66111111,0.3497780833,305
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.68888889,0.3497780833,306
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.7,0.3497780833,307
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.70277778,0.3497780833,308
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.70555556,0.3497780833,309
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.71388889,0.3497780833,310
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.74722222,0.3497830083,311
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.76111111,0.3497830083,312
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.775,0.3498345722,313
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.78055556,0.3498482694,314
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.79722222,0.3498482694,315
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.80277778,0.3498482694,316
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.81666667,0.3499056306,317
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.81944444,0.3499056306,318
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.83333333,0.3499056306,319
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.84722222,0.3499056306,320
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.85277778,0.3499056306,321
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.86388889,0.3499056306,322
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.88055556,0.3499056306,323
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.88888889,0.3499056306,324
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.89166667,0.3499056306,325
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.89444444,0.3499056306,326
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.89722222,0.3499056306,327
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.91666667,0.3499056306,328
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.91944444,0.3499056306,329
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.93333333,0.3499056306,330
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.94166667,0.352609075,331
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.94444444,0.352609075,332
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.95,0.352609075,333
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.96388889,0.352609075,334
Paper Search,test,Heuristic: earliest step,heuristic_step_early,11.98888889,0.352609075,335
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12,0.3527995806,336
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.02222222,0.3527995806,337
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.04444444,0.3527995806,338
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.07222222,0.3527995806,339
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.09166667,0.3527995806,340
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.09722222,0.3527995806,341
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.11111111,0.3553809028,342
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.12222222,0.3553809028,343
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.13055556,0.3553809028,344
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.14444444,0.3553809028,345
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.15555556,0.3553809028,346
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.19166667,0.3553809028,347
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.2,0.3553809028,348
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.20555556,0.3553809028,349
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.21111111,0.3553809028,350
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.22777778,0.3553809028,351
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.23888889,0.3576552639,352
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.24166667,0.3576552639,353
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.24722222,0.3576552639,354
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.28055556,0.3576552639,355
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.28611111,0.3576552639,356
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.32222222,0.3576552639,357
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.34166667,0.3576552639,358
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.34444444,0.3576552639,359
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.36111111,0.3576552639,360
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.36666667,0.3576552639,361
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.37777778,0.3576552639,362
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.38055556,0.3576552639,363
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.38333333,0.3576552639,364
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.39166667,0.3576552639,365
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.41111111,0.3577604917,366
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.43611111,0.3577604917,367
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.44166667,0.3577604917,368
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.45555556,0.3577604917,369
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.45833333,0.3577604917,370
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.46111111,0.3577604917,371
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.47222222,0.3577604917,372
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.47777778,0.3577604917,373
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.48888889,0.3577604917,374
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.49166667,0.3577883389,375
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.49444444,0.3577883389,376
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.49722222,0.357903325,377
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.50277778,0.357903325,378
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.50555556,0.3602900528,379
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.51388889,0.3629555806,380
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.53333333,0.3629555806,381
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.53611111,0.3629555806,382
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.54444444,0.3629555806,383
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.54722222,0.3629555806,384
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.58055556,0.3629851833,385
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.59722222,0.3629851833,386
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.60555556,0.3629851833,387
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.63888889,0.3629851833,388
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.65833333,0.3629851833,389
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.67222222,0.3629851833,390
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.68888889,0.3629851833,391
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.71666667,0.3629851833,392
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.76111111,0.3629851833,393
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.775,0.3629851833,394
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.78611111,0.365581025,395
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.80277778,0.365581025,396
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.82777778,0.365581025,397
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.83888889,0.365581025,398
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.84722222,0.365581025,399
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.86944444,0.365581025,400
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.88333333,0.365581025,401
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.90555556,0.365581025,402
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.91388889,0.36815035,403
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.92222222,0.3682655056,404
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.95277778,0.3682655056,405
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.95833333,0.3686925861,406
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.98611111,0.3686925861,407
Paper Search,test,Heuristic: earliest step,heuristic_step_early,12.99444444,0.3686925861,408
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13,0.3686925861,409
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.025,0.3686925861,410
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.05555556,0.3711778917,411
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.06111111,0.3711778917,412
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.08333333,0.3711778917,413
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.11388889,0.3711919583,414
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.12222222,0.3711919583,415
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.14166667,0.3711919583,416
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.14444444,0.3711919583,417
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.15277778,0.37132095,418
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.15555556,0.37132095,419
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.16666667,0.37132095,420
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.16944444,0.37132095,421
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.18055556,0.37132095,422
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.19166667,0.3716738444,423
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.19444444,0.3716738444,424
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.19722222,0.3716738444,425
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.20277778,0.371692725,426
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.20555556,0.371692725,427
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.21388889,0.371692725,428
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.21944444,0.371692725,429
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.23611111,0.371692725,430
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.23888889,0.371692725,431
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.25,0.371692725,432
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.26111111,0.371692725,433
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.26666667,0.371692725,434
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.27777778,0.371692725,435
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.28611111,0.371692725,436
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.30555556,0.371692725,437
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.31388889,0.371692725,438
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.31944444,0.371692725,439
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.32777778,0.371692725,440
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.33055556,0.371692725,441
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.35,0.371692725,442
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.35555556,0.371692725,443
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.35833333,0.371692725,444
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.36388889,0.371692725,445
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.37777778,0.371692725,446
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.38888889,0.371692725,447
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.39722222,0.371692725,448
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.40277778,0.371692725,449
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.41111111,0.3744168333,450
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.41944444,0.3744168333,451
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.42777778,0.3744168333,452
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.44722222,0.3744168333,453
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.45833333,0.3747672972,454
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.52222222,0.3747672972,455
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.53333333,0.3747672972,456
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.56111111,0.3747672972,457
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.57777778,0.3747672972,458
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.59166667,0.3747672972,459
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.60833333,0.3748435194,460
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.61388889,0.3748435194,461
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.61388889,0.3748435194,462
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.62777778,0.3748708056,463
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.65277778,0.3748708056,464
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.66111111,0.3748708056,465
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.68888889,0.3748708056,466
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.69444444,0.3748708056,467
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.71944444,0.3748779139,468
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.73611111,0.3749294028,469
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.75833333,0.3749294028,470
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.76666667,0.3749294028,471
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.77777778,0.3749355833,472
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.79722222,0.3749355833,473
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.80555556,0.3749355833,474
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.81944444,0.3749355833,475
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.81944444,0.3749355833,476
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.81944444,0.3749355833,477
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.825,0.3749355833,478
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.82777778,0.3749355833,479
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.85555556,0.3749355833,480
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.86111111,0.3749355833,481
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.86111111,0.3749355833,482
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.87222222,0.3749355833,483
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.87222222,0.3749355833,484
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.87777778,0.3749355833,485
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.88333333,0.3749355833,486
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.89166667,0.3749355833,487
Paper Search,test,Heuristic: earliest step,heuristic_step_early,13.89722222,0.3749355833,488
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.01944444,0.3749355833,489
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.03333333,0.3749355833,490
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.04444444,0.3749355833,491
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.05833333,0.3749355833,492
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.06388889,0.3749355833,493
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.07222222,0.3749355833,494
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.08333333,0.3749355833,495
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.09166667,0.3749355833,496
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.10555556,0.3749519639,497
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.12777778,0.3749519639,498
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.15277778,0.3749874639,499
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.16111111,0.3749874639,500
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.16666667,0.3750673139,501
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.17222222,0.3750673139,502
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.175,0.3750673139,503
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.17777778,0.3750673139,504
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.18333333,0.3750673139,505
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.18611111,0.3750673139,506
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.18888889,0.3750673139,507
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.21111111,0.3750673139,508
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.21388889,0.3750673139,509
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.23333333,0.3751290944,510
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.23888889,0.3751290944,511
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.24722222,0.3751290944,512
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.25833333,0.3751290944,513
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.26111111,0.3751290944,514
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.26666667,0.3751290944,515
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.275,0.3751290944,516
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.28888889,0.3751290944,517
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.30277778,0.3753775889,518
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.30555556,0.3753775889,519
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.325,0.3753775889,520
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.34166667,0.3753775889,521
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.35,0.3753775889,522
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.35277778,0.3753775889,523
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.37777778,0.3753775889,524
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.39722222,0.3753775889,525
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.45,0.3753775889,526
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.46388889,0.3753775889,527
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.49166667,0.3753775889,528
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.50277778,0.3753775889,529
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.51111111,0.3753775889,530
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.51388889,0.3753775889,531
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.525,0.3753775889,532
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.54722222,0.3753775889,533
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.55,0.3753775889,534
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.55277778,0.3753775889,535
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.55555556,0.3753775889,536
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.56388889,0.3753775889,537
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.58055556,0.3753775889,538
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.58611111,0.3753775889,539
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.62777778,0.3753775889,540
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.63333333,0.3753775889,541
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.63611111,0.3753775889,542
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.66388889,0.3753775889,543
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.67222222,0.3754220167,544
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.67777778,0.3754220167,545
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.69166667,0.3754220167,546
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.70277778,0.3754220167,547
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.71666667,0.3754220167,548
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.75833333,0.3754220167,549
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.76111111,0.3754220167,550
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.825,0.375437425,551
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.88333333,0.375437425,552
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.90277778,0.375437425,553
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.91111111,0.375437425,554
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.91388889,0.375437425,555
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.91666667,0.375437425,556
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.93333333,0.375437425,557
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.93611111,0.375437425,558
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.95277778,0.375437425,559
Paper Search,test,Heuristic: earliest step,heuristic_step_early,14.99444444,0.375437425,560
Paper Search,test,Heuristic: earliest step,heuristic_step_early,15.05555556,0.375437425,561
Paper Search,test,Heuristic: earliest step,heuristic_step_early,15.06388889,0.375437425,562
Paper Search,test,Heuristic: earliest step,heuristic_step_early,15.07777778,0.375437425,563
Paper Search,test,Heuristic: earliest step,heuristic_step_early,15.09166667,0.375437425,564
Paper Search,test,Heuristic: earliest step,heuristic_step_early,15.09444444,0.375437425,565
Paper Search,test,Heuristic: earliest step,heuristic_step_early,15.11666667,0.375437425,566
Paper Search,test,Heuristic: earliest step,heuristic_step_early,15.12222222,0.375437425,567
